phen,Num,log10Num,num_seg,C_score,Nloci
0.7,12033222880,10.0803819608015,55,19.0440016877473,4%
0.6,30405943383200,13.4829584824983,70,12.9225788553592,5%
0.6,30405943383200,13.4829584824983,71,16.0416711060611,5%
0.7,18053528883775,13.2565621051312,77,17.5959667459524,5%
0.6,30405943383200,13.4829584824983,58,19.5582420618245,5%
0.6,30405943383200,13.4829584824983,73,13.8088699409517,5%
0.6,30405943383200,13.4829584824983,65,14.0736469745354,5%
0.6,30405943383200,13.4829584824983,69,19.0046255090558,5%
0.6,30405943383200,13.4829584824983,55,18.4269341366778,5%
0.6,30405943383200,13.4829584824983,65,14.0116410606675,5%
0.6,30405943383200,13.4829584824983,83,12.2051610077783,5%
0.6,30405943383200,13.4829584824983,89,11.8121717734138,5%
0.6,30405943383200,13.4829584824983,70,12.2206497228758,5%
0.6,30405943383200,13.4829584824983,85,18.4652986747736,5%
0.6,30405943383200,13.4829584824983,77,14.6233671240998,5%
0.6,30405943383200,13.4829584824983,81,17.3799617710799,5%
0.6,30405943383200,13.4829584824983,67,20.9706359156518,5%
0.6,30405943383200,13.4829584824983,77,11.3774756490692,5%
0.7,18053528883775,13.2565621051312,90,16.0298985215279,5%
0.6,30405943383200,13.4829584824983,71,16.4055123902399,5%
0.6,30405943383200,13.4829584824983,86,16.6872946024737,5%
0.6,30405943383200,13.4829584824983,78,21.8795712947325,5%
0.7,18053528883775,13.2565621051312,82,16.8227328835531,5%
0.6,30405943383200,13.4829584824983,68,13.0000268014345,5%
0.6,30405943383200,13.4829584824983,78,17.7528654083767,5%
0.6,30405943383200,13.4829584824983,77,13.3898177576376,5%
0.6,30405943383200,13.4829584824983,92,10.7999880028606,5%
0.6,30405943383200,13.4829584824983,84,13.835580322423,5%
0.7,18053528883775,13.2565621051312,88,14.8857457782318,5%
0.6,30405943383200,13.4829584824983,74,16.2461961170123,5%
0.7,18053528883775,13.2565621051312,84,16.5141953854836,5%
0.6,30405943383200,13.4829584824983,73,13.8882575135486,5%
0.6,30405943383200,13.4829584824983,65,11.6849360295804,5%
0.6,30405943383200,13.4829584824983,69,14.1432629048989,5%
0.6,30405943383200,13.4829584824983,55,12.9675962836984,5%
0.6,30405943383200,13.4829584824983,65,15.2399123621649,5%
0.6,30405943383200,13.4829584824983,80,16.8601968888893,5%
0.6,30405943383200,13.4829584824983,84,10.1016118650548,5%
0.6,30405943383200,13.4829584824983,70,16.8456622848373,5%
0.6,30405943383200,13.4829584824983,80,13.0896196654774,5%
0.6,30405943383200,13.4829584824983,76,21.0484996201613,5%
0.6,30405943383200,13.4829584824983,62,16.4403558290169,5%
0.6,30405943383200,13.4829584824983,72,16.7037627103533,5%
0.6,30405943383200,13.4829584824983,66,13.9156248887105,5%
0.6,30405943383200,13.4829584824983,76,12.5233673430199,5%
0.6,30405943383200,13.4829584824983,62,13.0709407469325,5%
